FIPS,CountyFIPS,StateAbbreviation,AreaTotal,TotalPopulation,White,BlackAfricanAmerican,AmericanIndianAlaskaNative,Asian ,NativeHawaiianOtherPacificIslander,SomeOtherRace,TwoOrMoreRaces,GEOID
US37183052706,37183,NC,2.450433,4751,1696,1868,0,231,0,822,134,37183052706
US37183052707,37183,NC,2.343688,7239,3284,2702,12,466,0,678,97,37183052707
US37183052801,37183,NC,2.932397,6512,4193,1893,0,128,0,171,127,37183052801
US37183052802,37183,NC,2.990821,6538,4225,2038,43,56,0,118,58,37183052802
US37183052803,37183,NC,6.452014,12074,3162,7942,37,90,0,686,157,37183052803
US37183052806,37183,NC,6.898414,18085,4471,11416,0,383,0,1259,556,37183052806
US37183052807,37183,NC,16.3227,6558,2479,3402,142,10,19,259,247,37183052807
US37183052808,37183,NC,12.85909,11485,7822,2947,0,233,0,78,405,37183052808
US37183052809,37183,NC,6.848834,3068,2118,743,7,5,0,179,16,37183052809
US37183052901,37183,NC,8.025614,2796,2699,80,0,0,0,0,17,37183052901
US37183052902,37183,NC,9.074306,5999,4736,701,12,33,0,429,88,37183052902
US37183052903,37183,NC,5.318885,2930,2283,508,0,92,0,0,47,37183052903
US37183052904,37183,NC,10.58619,7801,5837,1283,12,154,0,195,320,37183052904
US37183053003,37183,NC,2.412744,5763,4069,913,19,614,0,22,126,37183053003
US37183053004,37183,NC,1.223893,2937,2433,108,0,323,0,0,73,37183053004
US37183053005,37183,NC,3.214003,4773,4266,60,27,259,0,0,161,37183053005
US37183053006,37183,NC,3.705887,3123,2950,76,0,28,0,17,52,37183053006
US37183053007,37183,NC,5.198911,3018,2715,54,0,216,21,12,0,37183053007
US37183053008,37183,NC,10.64397,8492,5841,1499,195,531,0,0,426,37183053008
US37183053009,37183,NC,11.34634,7775,5135,1527,139,367,0,390,217,37183053009
US37183053105,37183,NC,3.062465,4346,3931,329,0,27,0,0,59,37183053105
US37183053106,37183,NC,3.028204,3323,2320,870,20,7,0,0,106,37183053106
US37183053107,37183,NC,9.24639,10561,7820,2107,12,285,0,43,294,37183053107
US37183053108,37183,NC,13.45405,8550,7020,812,86,129,0,131,372,37183053108
US37183053109,37183,NC,13.23072,9478,8113,595,0,178,0,357,235,37183053109
US37183053110,37183,NC,11.24316,6071,4677,774,0,63,0,450,107,37183053110
US37183053111,37183,NC,6.326959,5977,4192,1121,72,0,0,458,134,37183053111
US37183053201,37183,NC,10.33234,12450,11132,801,0,220,0,19,278,37183053201
US37183053202,37183,NC,2.902178,4315,3873,307,17,40,0,35,43,37183053202
US37183053203,37183,NC,2.928747,9166,6861,1162,68,333,23,125,594,37183053203
US37183053204,37183,NC,1.46367,5093,3479,897,9,70,0,292,346,37183053204
US37183053205,37183,NC,3.331661,4450,3631,566,4,65,0,29,155,37183053205
US37183053206,37183,NC,5.658025,5130,3346,903,28,380,0,209,264,37183053206
US37183053207,37183,NC,45.37785,10934,9369,698,24,170,0,179,494,37183053207
US37183053405,37183,NC,3.093514,4724,4133,94,25,359,0,59,54,37183053405
US37183053408,37183,NC,1.072097,4163,2819,70,0,1199,0,0,75,37183053408
US37183053409,37183,NC,2.183139,6701,4741,317,0,1389,0,99,155,37183053409
US37183053410,37183,NC,1.795169,6250,3166,320,7,2335,0,149,273,37183053410
US37183053411,37183,NC,7.535743,11913,6526,890,16,3990,0,70,421,37183053411
US37183053412,37183,NC,10.71361,7685,5586,271,7,1682,0,0,139,37183053412
US37183053413,37183,NC,17.77446,8189,6555,497,11,932,0,12,182,37183053413
US37183053414,37183,NC,2.689981,9996,8348,746,36,403,0,91,372,37183053414
US37183053415,37183,NC,1.82259,4002,3313,61,12,501,0,21,94,37183053415
US37183053416,37183,NC,2.95086,7311,5945,517,0,492,0,60,297,37183053416
US37183053417,37183,NC,3.638997,4316,3172,641,0,349,0,104,50,37183053417
US37183053418,37183,NC,2.587129,7389,5729,342,0,516,0,420,382,37183053418
US37183053419,37183,NC,1.896037,3142,2832,173,0,68,14,0,55,37183053419
US37183053420,37183,NC,11.35888,7863,4932,1300,0,517,0,842,272,37183053420
US37183053421,37183,NC,2.682085,5737,4465,540,0,542,0,0,190,37183053421
US37183053422,37183,NC,0.6238975,2497,2135,59,0,241,0,17,45,37183053422
US37183053423,37183,NC,0.6292797,2039,1703,115,8,143,0,26,44,37183053423
US37183053424,37183,NC,1.24926,4613,3190,286,79,828,0,120,110,37183053424
US37183053425,37183,NC,0.7908712,3103,2220,114,3,704,0,31,31,37183053425
US37183053505,37183,NC,1.589508,3577,3050,76,4,382,0,9,56,37183053505
US37183053506,37183,NC,2.295132,5504,4838,308,22,230,0,78,28,37183053506
US37183053507,37183,NC,1.112532,4143,2908,670,24,136,20,186,199,37183053507
US37183053509,37183,NC,2.694884,5375,4755,192,40,256,0,29,103,37183053509
US37183053512,37183,NC,3.820717,6672,4994,480,32,672,0,109,385,37183053512
US37183053513,37183,NC,0.9752686,4564,3023,637,9,528,0,298,69,37183053513
US37183053516,37183,NC,1.01731,3448,2314,686,0,177,0,182,89,37183053516
US37183053517,37183,NC,1.584069,5097,3067,566,126,253,0,976,109,37183053517
US37183053518,37183,NC,1.103297,3700,3291,167,0,124,0,15,103,37183053518
US37183053519,37183,NC,0.8270707,4895,2791,1360,0,217,0,351,176,37183053519
US37183053520,37183,NC,1.336178,6206,3965,958,30,810,0,297,146,37183053520
US37183053521,37183,NC,4.257445,3694,2946,127,0,511,0,0,110,37183053521
US37183053522,37183,NC,2.403541,6983,3301,895,0,2448,0,246,93,37183053522
US37183053523,37183,NC,2.117783,5646,3623,596,0,1140,90,92,105,37183053523
US37183053524,37183,NC,0.947921,3728,2633,243,20,696,0,77,59,37183053524
US37183053525,37183,NC,1.005261,2947,2303,174,0,314,0,31,125,37183053525
US37183053601,37183,NC,3.975769,13565,5996,1951,81,4758,31,270,478,37183053601
US37183053602,37183,NC,4.775573,6510,2580,599,56,2875,0,24,376,37183053602
US37183053603,37183,NC,1.82184,4194,2655,203,6,1248,0,30,52,37183053603
US37183053604,37183,NC,1.262521,4341,2550,172,13,1542,0,18,46,37183053604
US37183053605,37183,NC,0.6890387,2524,1944,59,31,361,0,0,129,37183053605
US37183053606,37183,NC,0.8739114,2568,1420,329,22,651,0,65,81,37183053606
US37183053607,37183,NC,2.368978,9873,3152,1145,159,4838,0,0,579,37183053607
US37183053608,37183,NC,2.397258,6477,2290,973,24,2851,0,78,261,37183053608
US37183053609,37183,NC,6.310482,1006,518,173,0,315,0,0,0,37183053609
US37183053610,37183,NC,4.513786,12071,7806,2535,0,967,30,365,368,37183053610
US37183053707,37183,NC,1.709314,7089,5003,1491,62,240,0,215,78,37183053707
US37183053709,37183,NC,2.668405,6892,4553,1271,74,337,0,432,225,37183053709
US37183053711,37183,NC,2.08672,4975,4119,596,0,260,0,0,0,37183053711
US37183053712,37183,NC,1.290602,2625,2453,34,6,51,0,69,12,37183053712
US37183053713,37183,NC,0.6122843,3519,2418,742,0,32,0,85,242,37183053713
US37183053714,37183,NC,1.37439,4347,3630,507,0,101,0,109,0,37183053714
US37183053715,37183,NC,1.311292,3483,2993,310,0,74,0,94,12,37183053715
US37183053716,37183,NC,1.257439,4216,2727,1354,0,0,0,50,85,37183053716
US37183053717,37183,NC,2.61554,3994,2514,967,0,412,0,20,81,37183053717
US37183053718,37183,NC,1.129939,3628,2898,387,0,140,0,0,203,37183053718
US37183053719,37183,NC,0.7765372,4278,3817,98,7,97,0,101,158,37183053719
US37183053720,37183,NC,4.148602,3973,3653,104,27,54,0,48,87,37183053720
US37183053721,37183,NC,4.633022,3757,3435,118,40,66,18,14,66,37183053721
US37183053722,37183,NC,1.21656,4837,4487,161,15,57,0,53,64,37183053722
US37183053723,37183,NC,0.9997247,3401,2570,304,15,133,0,266,113,37183053723
US37183053724,37183,NC,2.293343,6541,4373,622,60,769,0,395,322,37183053724
US37183053725,37183,NC,1.624131,4994,4163,325,0,166,0,14,326,37183053725
US37183053726,37183,NC,0.8912593,2936,1800,751,0,28,0,283,74,37183053726
US37183053803,37183,NC,4.616222,3646,3240,211,0,132,0,11,52,37183053803
US37183053804,37183,NC,12.38337,3402,2945,274,0,133,0,39,11,37183053804
US37183053805,37183,NC,5.049557,1853,1732,48,0,36,0,0,37,37183053805
US37183053806,37183,NC,4.113768,2982,2872,30,0,48,0,0,32,37183053806
US37183053807,37183,NC,3.611953,3987,3400,297,46,136,0,51,57,37183053807
US37183053808,37183,NC,8.011576,5114,4538,142,9,353,0,0,72,37183053808
US37183053900,37183,NC,49.90194,9283,7992,538,180,166,0,337,70,37183053900
US37183054001,37183,NC,1.346817,4734,3671,762,10,0,0,228,63,37183054001
US37183054004,37183,NC,1.00715,5043,2887,1501,0,71,0,369,215,37183054004
US37183054006,37183,NC,0.8525692,3314,2052,854,0,98,0,257,53,37183054006
US37183054007,37183,NC,1.304691,4332,2825,1022,11,23,0,348,103,37183054007
US37183054008,37183,NC,0.8632901,7475,2122,3826,21,663,0,547,296,37183054008
US37183054011,37183,NC,1.128247,2834,2420,135,0,229,0,0,50,37183054011
US37183054012,37183,NC,1.955014,3860,3322,356,28,109,0,21,24,37183054012
US37183054013,37183,NC,4.755094,13315,10562,1418,0,293,0,325,717,37183054013
US37183054014,37183,NC,4.104785,13810,4032,6237,0,1292,0,1344,905,37183054014
US37183054015,37183,NC,1.848611,4320,1917,1452,0,159,0,628,164,37183054015
US37183054016,37183,NC,2.366152,6200,4851,1047,0,98,0,49,155,37183054016
US37183054017,37183,NC,1.170053,2807,1802,845,0,6,0,71,83,37183054017
US37183054018,37183,NC,2.065571,3198,866,1770,21,367,0,164,10,37183054018
US37183054104,37183,NC,4.496566,12003,4258,3987,185,660,37,2309,567,37183054104
US37183054105,37183,NC,4.349365,13895,7413,4766,0,568,0,747,401,37183054105
US37183054106,37183,NC,5.739684,8017,2523,4087,0,356,15,685,351,37183054106
US37183054108,37183,NC,8.273394,7913,2932,2750,17,160,0,1505,549,37183054108
US37183054109,37183,NC,13.08501,3575,2304,1104,27,7,0,0,133,37183054109
US37183054110,37183,NC,6.223944,10609,6325,2511,0,493,0,748,532,37183054110
US37183054111,37183,NC,7.546772,2481,1361,507,82,49,0,398,84,37183054111
US37183054112,37183,NC,4.282626,4410,1924,1650,0,43,0,559,234,37183054112
US37183054113,37183,NC,8.620236,3894,1712,1646,10,102,0,370,54,37183054113
US37183054114,37183,NC,4.850811,6271,3388,2059,0,171,0,433,220,37183054114
US37183054115,37183,NC,5.439182,8963,4476,3667,8,158,0,543,111,37183054115
US37183054203,37183,NC,4.767222,3561,3260,97,7,79,0,104,14,37183054203
US37183054204,37183,NC,2.705303,5199,4001,848,0,49,0,20,281,37183054204
US37183054205,37183,NC,2.96411,5764,3788,1654,10,52,0,49,211,37183054205
US37183054206,37183,NC,3.50397,6323,5119,882,0,92,0,12,218,37183054206
US37183054207,37183,NC,3.34112,9565,7305,1250,0,481,0,61,468,37183054207
US37183054208,37183,NC,6.910119,9074,7336,1246,0,30,0,209,253,37183054208
US37183054209,37183,NC,5.81362,12559,7661,3444,9,432,24,409,580,37183054209
US37183054210,37183,NC,24.19346,11313,7547,2590,69,125,0,658,324,37183054210
US37183054211,37183,NC,14.34106,13997,11608,1399,0,282,0,206,502,37183054211
US37183054301,37183,NC,36.31759,6381,4409,1387,53,14,0,311,207,37183054301
US37183054302,37183,NC,15.7881,7998,4213,2919,0,62,0,382,422,37183054302
US37183054402,37183,NC,15.74852,6306,4401,1233,116,0,0,476,80,37183054402
US37183054403,37183,NC,13.11077,3521,2401,867,0,0,0,235,18,37183054403
US37183054404,37183,NC,11.27487,6861,3996,1834,15,50,0,673,293,37183054404
US37183054500,37183,NC,5.094214,10774,6280,3321,0,523,0,234,416,37183054500
US37183980100,37183,NC,7.390786,0,0,0,0,0,0,0,0,37183980100
US37183980200,37183,NC,8.380402,0,0,0,0,0,0,0,0,37183980200
US37185950101,37185,NC,50.15366,2145,1865,194,0,14,0,0,72,37185950101
US37185950102,37185,NC,34.73427,1265,794,377,39,4,22,0,29,37185950102
US37185950103,37185,NC,107.4324,2720,538,1163,837,14,12,76,80,37185950103
US37185950200,37185,NC,101.088,5814,2415,3250,24,10,0,17,98,37185950200
US37185950300,37185,NC,40.27525,4239,1163,2686,189,21,0,112,68,37185950300
US37185950400,37185,NC,110.617,3715,1125,2334,28,41,0,76,111,37185950400
US37187950100,37187,NC,175.057,4529,1880,1967,26,26,0,197,433,37187950100
US37187950200,37187,NC,50.84416,5641,2168,3402,4,0,0,33,34,37187950200
US37187950300,37187,NC,196.0075,1752,1402,289,0,0,0,0,61,37187950300
US37189920100,37189,NC,55.74135,4958,4687,7,0,137,0,79,48,37189920100
US37189920200,37189,NC,49.35063,4227,4116,0,38,0,0,33,40,37189920200
US37189920300,37189,NC,12.68812,2312,2187,12,3,68,0,30,12,37189920300
US37189920400,37189,NC,17.3854,8313,7842,342,18,49,0,18,44,37189920400
US37189920500,37189,NC,1.385179,7376,6826,247,6,130,0,54,113,37189920500
US37189920601,37189,NC,4.15556,6313,5881,60,86,84,8,101,93,37189920601
US37189920602,37189,NC,11.25046,2361,2232,10,0,6,0,3,110,37189920602
US37189920701,37189,NC,17.87967,2134,2010,3,21,22,13,0,65,37189920701
US37189920702,37189,NC,55.18775,3165,3007,7,32,80,0,8,31,37189920702
US37189920703,37189,NC,13.59617,6164,5452,226,135,34,0,208,109,37189920703
US37189920800,37189,NC,19.14045,2452,2336,27,1,22,22,0,44,37189920800
US37189920900,37189,NC,47.37875,4474,4322,15,38,10,10,2,77,37189920900
US37189921000,37189,NC,8.179601,676,641,11,5,9,0,3,7,37189921000
US37191000101,37191,NC,53.65817,7459,5937,1175,46,8,0,27,266,37191000101
US37191000102,37191,NC,13.86613,6617,5384,972,34,42,0,0,185,37191000102
US37191000200,37191,NC,48.50931,3049,2292,676,13,0,0,38,30,37191000200
US37191000302,37191,NC,26.46362,5780,3546,1783,0,46,15,67,323,37191000302
US37191000303,37191,NC,24.79594,6812,5623,909,0,162,0,0,118,37191000303
US37191000304,37191,NC,27.18741,5290,4003,1136,45,0,0,0,106,37191000304
US37191000401,37191,NC,34.87761,6233,4740,1224,8,42,0,79,140,37191000401
US37191000402,37191,NC,15.36466,4655,2901,1374,0,95,0,142,143,37191000402
US37191000500,37191,NC,5.044255,3058,1944,479,29,194,25,41,346,37191000500
US37191000601,37191,NC,6.949636,4615,2223,2276,0,5,0,88,23,37191000601
US37191000602,37191,NC,81.74758,8694,6940,1289,0,0,0,387,78,37191000602
US37191000700,37191,NC,4.691359,2804,829,1543,27,0,0,0,405,37191000700
US37191000800,37191,NC,9.027711,2669,1790,741,0,20,4,79,35,37191000800
US37191000901,37191,NC,22.27724,5335,3279,1858,0,33,0,102,63,37191000901
US37191000902,37191,NC,33.06741,5042,3581,1155,25,15,0,199,67,37191000902
US37191001000,37191,NC,75.68448,4386,3996,331,0,9,0,20,30,37191001000
US37191001101,37191,NC,37.35072,7442,5957,1159,79,42,9,0,196,37191001101
US37191001102,37191,NC,9.479013,3486,2929,474,2,0,0,0,81,37191001102
US37191001200,37191,NC,6.399687,3704,1696,1586,15,136,0,60,211,37191001200
US37191001301,37191,NC,3.783402,6270,2954,2734,0,327,0,37,218,37191001301
US37191001302,37191,NC,3.947955,3807,2317,1123,25,192,0,10,140,37191001302
US37191001400,37191,NC,2.421893,6167,1668,4183,0,68,0,0,248,37191001400
US37191001500,37191,NC,3.690145,2314,246,2048,0,0,0,10,10,37191001500
US37191001800,37191,NC,2.092725,2233,347,1708,0,0,0,0,178,37191001800
US37191001900,37191,NC,1.996073,4716,1364,3046,14,42,0,0,250,37191001900
US37191002000,37191,NC,3.347954,966,235,684,13,10,0,0,24,37191002000
US37193960100,37193,NC,58.26037,7234,6673,359,1,36,0,148,17,37193960100
US37193960200,37193,NC,57.95203,3585,3365,34,0,13,27,0,146,37193960200
US37193960300,37193,NC,32.02951,6462,6126,151,0,0,0,49,136,37193960300
US37193960400,37193,NC,130.4194,7470,6971,235,1,0,0,68,195,37193960400
US37193960500,37193,NC,7.254458,3177,2296,347,0,34,0,424,76,37193960500
US37193960600,37193,NC,3.95777,2438,1795,359,0,0,0,154,130,37193960600
US37193960700,37193,NC,7.635163,3663,3277,59,62,15,0,182,68,37193960700
US37193960801,37193,NC,12.99181,4018,3829,10,0,0,56,117,6,37193960801
US37193960802,37193,NC,18.42266,4853,4773,2,32,0,0,27,19,37193960802
US37193960900,37193,NC,180.6744,4714,4600,14,0,0,85,0,15,37193960900
US37193961001,37193,NC,72.56113,4294,3966,198,0,18,20,24,68,37193961001
US37193961002,37193,NC,26.52668,5420,4888,192,45,96,0,0,199,37193961002
US37193961100,37193,NC,10.97992,3622,2803,457,15,19,0,188,140,37193961100
US37193961200,37193,NC,137.5244,7519,6985,295,61,167,0,0,11,37193961200
US37195000100,37195,NC,1.047928,3831,997,2445,0,0,0,337,52,37195000100
US37195000200,37195,NC,0.6333497,1213,236,890,0,0,0,71,16,37195000200
US37195000300,37195,NC,0.6186793,2231,439,1528,111,0,0,152,1,37195000300
US37195000400,37195,NC,6.568138,8326,3270,4325,188,56,0,253,234,37195000400
US37195000501,37195,NC,1.756403,3704,3025,570,0,27,0,0,82,37195000501
US37195000502,37195,NC,1.895208,4971,2723,2041,0,178,0,0,29,37195000502
US37195000600,37195,NC,6.579764,7821,3558,3361,0,193,0,306,403,37195000600
US37195000700,37195,NC,10.51596,4853,781,3521,17,0,0,257,277,37195000700
US37195000801,37195,NC,0.6279477,1740,67,1253,36,18,0,353,13,37195000801
US37195000802,37195,NC,16.25017,3809,858,2114,97,7,0,641,92,37195000802
US37195000900,37195,NC,34.93247,4311,3284,804,0,0,0,143,80,37195000900
US37195001000,37195,NC,17.55133,1586,851,679,0,0,0,8,48,37195001000
US37195001100,37195,NC,41.7949,1505,906,547,0,0,0,44,8,37195001100
US37195001200,37195,NC,45.95559,3473,1944,1078,30,4,0,392,25,37195001200
US37195001300,37195,NC,45.5205,5530,3246,2091,14,18,0,121,40,37195001300
US37195001400,37195,NC,20.53737,9398,6143,2810,0,89,0,138,218,37195001400
US37195001500,37195,NC,52.1397,5686,3897,729,7,66,0,805,182,37195001500
US37195001600,37195,NC,36.50327,3491,2263,795,14,14,0,290,115,37195001600
US37195001700,37195,NC,31.67942,3956,2835,694,13,5,0,296,113,37195001700
US37197050101,37197,NC,57.05428,6217,5867,77,0,0,0,182,91,37197050101
US37197050102,37197,NC,46.02387,3831,3747,84,0,0,0,0,0,37197050102
US37197050200,37197,NC,44.33346,4320,3961,237,0,0,0,88,34,37197050200
US37197050300,37197,NC,37.50506,6104,5108,528,0,23,0,57,388,37197050300
US37197050400,37197,NC,70.08489,6186,5994,64,2,0,0,126,0,37197050400
US37197050501,37197,NC,37.28782,6587,5914,232,146,0,0,251,44,37197050501
US37197050502,37197,NC,45.44527,4357,4048,98,0,0,28,84,99,37197050502
US37199960101,37199,NC,73.85651,3717,3506,0,23,16,0,112,60,37199960101
US37199960102,37199,NC,25.64417,1995,1871,0,32,15,0,41,36,37199960102
US37199960200,37199,NC,39.73283,4605,4499,27,2,2,3,4,68,37199960200
US37199960300,37199,NC,71.26043,3017,2858,73,10,10,0,0,66,37199960300
US37199960400,37199,NC,102.6869,4426,4349,19,28,7,0,0,23,37199960400
