FIPS,CountyFIPS,StateAbbreviation,AreaTotal,TotalPopulation,White,BlackAfricanAmerican,AmericanIndianAlaskaNative,Asian ,NativeHawaiianOtherPacificIslander,SomeOtherRace,TwoOrMoreRaces,GEOID
US37043950100,37043,NC,168.5225,5030,4919,43,43,0,0,1,24,37043950100
US37043950200,37043,NC,52.25932,5916,5661,185,0,22,17,7,24,37043950200
US37045950101,37045,NC,81.11543,4997,4541,206,92,125,0,6,27,37045950101
US37045950102,37045,NC,38.17875,2551,2464,71,0,0,0,0,16,37045950102
US37045950200,37045,NC,36.20648,4647,3409,1177,0,23,0,8,30,37045950200
US37045950301,37045,NC,25.3375,4522,3158,902,0,151,0,234,77,37045950301
US37045950302,37045,NC,22.60837,6054,5401,445,19,107,0,25,57,37045950302
US37045950400,37045,NC,7.123876,7254,5381,1543,0,186,0,122,22,37045950400
US37045950500,37045,NC,5.607769,3310,2364,842,0,0,0,48,56,37045950500
US37045950601,37045,NC,16.02567,3820,3094,377,0,8,0,255,86,37045950601
US37045950602,37045,NC,31.98293,6019,4950,801,35,181,0,0,52,37045950602
US37045950700,37045,NC,13.69914,7554,4779,2705,0,0,0,0,70,37045950700
US37045950800,37045,NC,17.2455,4579,3181,1283,0,22,0,93,0,37045950800
US37045950900,37045,NC,3.221883,2649,666,1855,0,57,0,15,56,37045950900
US37045951000,37045,NC,2.197577,3092,2017,1049,0,0,0,0,26,37045951000
US37045951100,37045,NC,1.915123,2742,1410,1175,0,0,0,106,51,37045951100
US37045951200,37045,NC,5.699091,5651,3588,1561,0,28,14,346,114,37045951200
US37045951300,37045,NC,21.26077,2891,2393,224,0,52,0,186,36,37045951300
US37045951400,37045,NC,43.79868,6397,5185,908,109,7,0,45,143,37045951400
US37045951501,37045,NC,20.80822,5785,5350,283,0,41,0,34,77,37045951501
US37045951502,37045,NC,22.11053,1192,1038,99,0,0,0,51,4,37045951502
US37045951503,37045,NC,13.89453,2618,2077,448,0,6,0,43,44,37045951503
US37045951601,37045,NC,22.86425,4302,2864,1204,7,12,0,169,46,37045951601
US37045951602,37045,NC,15.24257,4656,3265,1228,0,0,0,16,147,37045951602
US37047930100,37047,NC,60.68123,4615,2687,1622,170,7,0,0,129,37047930100
US37047930200,37047,NC,99.96924,2235,1078,555,472,13,1,74,42,37047930200
US37047930300,37047,NC,64.37334,2859,1926,373,473,5,0,37,45,37047930300
US37047930400,37047,NC,98.99299,3596,1790,1472,299,0,0,17,18,37047930400
US37047930500,37047,NC,106.6795,4393,2609,1662,43,0,0,42,37,37047930500
US37047930600,37047,NC,81.62764,3560,2646,812,26,0,0,73,3,37047930600
US37047930700,37047,NC,41.96788,4313,2191,2025,61,0,0,0,36,37047930700
US37047930800,37047,NC,27.84783,3919,2928,818,0,58,0,115,0,37047930800
US37047930900,37047,NC,14.22089,4738,1801,2491,20,82,0,42,302,37047930900
US37047931000,37047,NC,35.14701,5405,3298,1702,287,42,7,17,52,37047931000
US37047931100,37047,NC,53.83319,3764,3276,488,0,0,0,0,0,37047931100
US37047931200,37047,NC,56.80172,7034,4005,2475,188,21,0,116,229,37047931200
US37047931300,37047,NC,212.8558,5637,4543,594,55,0,0,439,6,37047931300
US37049960101,37049,NC,22.36986,3454,3231,142,23,30,0,7,21,37049960101
US37049960102,37049,NC,67.03806,4450,3960,358,0,0,0,15,117,37049960102
US37049960200,37049,NC,167.0908,8244,5249,2872,63,16,0,6,38,37049960200
US37049960300,37049,NC,170.4959,6484,4448,1835,0,0,0,193,8,37049960300
US37049960401,37049,NC,18.74437,4620,3535,1037,0,21,0,15,12,37049960401
US37049960402,37049,NC,3.903073,4137,2064,1610,13,370,0,79,1,37049960402
US37049960403,37049,NC,3.554381,4050,3900,22,0,0,0,33,95,37049960403
US37049960404,37049,NC,4.639472,2954,2288,263,34,230,0,0,139,37049960404
US37049960500,37049,NC,19.88732,7715,4435,2538,80,112,34,380,136,37049960500
US37049960600,37049,NC,2.140389,6237,2952,1873,0,1054,0,290,68,37049960600
US37049960700,37049,NC,0.8735253,1700,1343,171,0,133,0,22,31,37049960700
US37049960800,37049,NC,1.256584,1989,611,1274,0,0,0,7,97,37049960800
US37049960900,37049,NC,1.777561,2032,907,870,18,89,17,68,63,37049960900
US37049961001,37049,NC,58.54708,10989,9267,1026,365,165,0,11,155,37049961001
US37049961002,37049,NC,10.4347,4176,3561,414,28,67,0,4,102,37049961002
US37049961100,37049,NC,102.158,8791,6801,1376,0,229,18,37,330,37049961100
US37049961201,37049,NC,8.526921,3009,2133,312,29,41,0,311,183,37049961201
US37049961202,37049,NC,16.7431,4385,3393,561,64,160,26,25,156,37049961202
US37049961301,37049,NC,10.25923,3647,2471,661,31,82,17,190,195,37049961301
US37049961302,37049,NC,13.72683,5264,2991,1704,0,24,0,254,291,37049961302
US37049961303,37049,NC,69.11526,4164,2590,1250,135,0,0,106,83,37049961303
US37051000200,37051,NC,2.641019,2202,194,1747,10,35,0,170,46,37051000200
US37051000500,37051,NC,1.701851,2288,967,1011,125,28,0,41,116,37051000500
US37051000600,37051,NC,1.984057,5566,3440,1732,98,137,0,21,138,37051000600
US37051000701,37051,NC,2.46741,5446,4236,508,0,352,0,61,289,37051000701
US37051000702,37051,NC,1.406851,2279,1662,510,0,27,0,51,29,37051000702
US37051000800,37051,NC,0.9948795,2684,1861,733,22,20,0,27,21,37051000800
US37051000900,37051,NC,1.818827,4848,3066,1112,44,113,0,154,359,37051000900
US37051001000,37051,NC,1.391045,2556,508,1773,33,44,0,73,125,37051001000
US37051001100,37051,NC,1.68183,3912,334,3350,11,25,0,32,160,37051001100
US37051001200,37051,NC,3.012232,5156,1205,3487,65,59,0,136,204,37051001200
US37051001400,37051,NC,26.70371,6257,3023,2579,174,92,0,170,219,37051001400
US37051001500,37051,NC,15.35155,2954,1465,1167,98,0,0,118,106,37051001500
US37051001601,37051,NC,4.153105,7461,4096,2336,59,223,38,188,521,37051001601
US37051001603,37051,NC,3.011582,3887,1924,1351,92,0,15,200,305,37051001603
US37051001604,37051,NC,2.912613,8113,3405,3400,214,209,22,404,459,37051001604
US37051001700,37051,NC,3.298386,9127,3923,3371,318,152,20,703,640,37051001700
US37051001800,37051,NC,1.538464,2353,1333,722,61,83,0,8,146,37051001800
US37051001901,37051,NC,1.381148,1976,1075,711,50,12,0,65,63,37051001901
US37051001902,37051,NC,1.524507,4516,2160,1768,87,80,44,85,292,37051001902
US37051001903,37051,NC,1.638094,4105,2081,1340,173,43,53,189,226,37051001903
US37051002001,37051,NC,2.252146,3074,1430,1246,37,54,57,80,170,37051002001
US37051002002,37051,NC,1.386738,4882,2254,1843,22,88,18,215,442,37051002002
US37051002100,37051,NC,2.317387,3839,2130,1114,6,386,43,20,140,37051002100
US37051002200,37051,NC,2.032712,2296,1096,791,13,51,9,62,274,37051002200
US37051002300,37051,NC,2.77954,4360,1662,2317,29,68,0,33,251,37051002300
US37051002401,37051,NC,1.360739,1439,214,1120,7,0,0,7,91,37051002401
US37051002402,37051,NC,1.830928,3021,824,1973,35,27,0,56,106,37051002402
US37051002501,37051,NC,2.977917,7613,2670,3876,51,86,0,227,703,37051002501
US37051002502,37051,NC,4.582214,7852,3671,3196,15,63,0,248,659,37051002502
US37051002503,37051,NC,1.720504,4488,2562,1512,16,47,143,58,150,37051002503
US37051002504,37051,NC,6.257477,7315,3733,2524,84,271,0,43,660,37051002504
US37051002600,37051,NC,56.73394,5241,3744,1137,53,23,23,57,204,37051002600
US37051002700,37051,NC,61.92117,8289,5430,1907,63,102,3,206,578,37051002700
US37051002800,37051,NC,42.61201,6426,5102,952,93,66,0,17,196,37051002800
US37051002900,37051,NC,117.4372,4075,3115,755,29,0,0,12,164,37051002900
US37051003001,37051,NC,37.02732,13267,8914,2741,774,201,0,162,475,37051003001
US37051003002,37051,NC,22.57883,2697,1974,526,87,0,0,98,12,37051003002
US37051003102,37051,NC,6.153668,5452,3448,1154,99,209,0,117,425,37051003102
US37051003103,37051,NC,3.719475,5579,3289,1593,218,39,0,92,348,37051003103
US37051003104,37051,NC,8.198918,6916,4277,1792,249,110,0,149,339,37051003104
US37051003201,37051,NC,12.4051,12694,7674,3000,238,786,0,305,691,37051003201
US37051003203,37051,NC,1.914539,5472,2239,2629,31,131,13,106,323,37051003203
US37051003204,37051,NC,2.415932,8374,3825,3517,0,385,0,252,395,37051003204
US37051003205,37051,NC,2.677476,5123,1938,2442,51,263,20,152,257,37051003205
US37051003302,37051,NC,2.097486,6131,1830,3810,50,74,0,69,298,37051003302
US37051003304,37051,NC,2.011167,7038,2715,3481,19,339,50,113,321,37051003304
US37051003305,37051,NC,2.973763,6161,2179,2904,58,353,92,109,466,37051003305
US37051003307,37051,NC,3.399081,4235,1149,2646,49,152,23,12,204,37051003307
US37051003309,37051,NC,1.752324,6546,3210,2176,51,363,0,144,602,37051003309
US37051003310,37051,NC,1.110482,5162,1437,2702,81,207,0,296,439,37051003310
US37051003311,37051,NC,0.4880416,2885,1039,1483,40,37,0,96,190,37051003311
US37051003312,37051,NC,1.839514,6671,2734,3079,80,359,81,27,311,37051003312
US37051003313,37051,NC,2.500085,8160,2728,4364,0,208,35,350,475,37051003313
US37051003314,37051,NC,2.891001,7618,2491,4143,0,106,0,177,701,37051003314
US37051003401,37051,NC,4.518545,3317,2024,636,30,42,10,256,319,37051003401
US37051003402,37051,NC,2.454498,3801,2446,556,79,71,17,232,400,37051003402
US37051003403,37051,NC,1.13143,4337,2777,793,21,47,29,401,269,37051003403
US37051003404,37051,NC,2.014796,2697,1967,403,14,43,13,94,163,37051003404
US37051003405,37051,NC,1.067869,1923,1374,245,29,110,7,70,88,37051003405
US37051003406,37051,NC,2.290998,1642,1276,144,2,32,0,60,128,37051003406
US37051003407,37051,NC,2.824551,1763,978,439,14,31,17,208,76,37051003407
US37051003408,37051,NC,3.439187,4918,2950,905,51,68,29,474,441,37051003408
US37051003500,37051,NC,2.299926,4621,1947,2028,12,168,25,176,265,37051003500
US37051003600,37051,NC,12.25576,5426,2175,2299,50,149,0,79,674,37051003600
US37051003700,37051,NC,63.891,7144,5109,1467,8,111,48,123,278,37051003700
US37051003800,37051,NC,4.166158,2754,400,2130,97,7,0,0,120,37051003800
US37051980100,37051,NC,35.74823,0,0,0,0,0,0,0,0,37051980100
US37051980200,37051,NC,13.38922,441,286,61,12,0,21,24,37,37051980200
US37053110101,37053,NC,70.16707,947,870,60,0,10,0,7,0,37053110101
US37053110102,37053,NC,35.26072,1437,1394,0,0,3,6,0,34,37053110102
US37053110200,37053,NC,80.07159,7960,7175,423,34,41,0,0,287,37053110200
US37053110301,37053,NC,27.77971,4636,4034,318,27,34,0,61,162,37053110301
US37053110302,37053,NC,68.42639,3705,3238,301,0,14,0,69,83,37053110302
US37053110401,37053,NC,63.44818,3635,3385,115,26,12,0,70,27,37053110401
US37053110402,37053,NC,99.49801,4043,3726,244,0,0,0,42,31,37053110402
US37053990100,37053,NC,81.77541,0,0,0,0,0,0,0,0,37053990100
US37055970101,37055,NC,25.10118,4158,3968,28,30,38,12,0,82,37055970101
US37055970102,37055,NC,22.45066,3471,3402,30,0,0,0,0,39,37055970102
US37055970200,37055,NC,3.692764,4759,4635,27,0,0,0,0,97,37055970200
US37055970300,37055,NC,29.0437,6505,6016,157,0,117,0,148,67,37055970300
US37055970400,37055,NC,41.06115,2938,2735,49,0,0,0,75,79,37055970400
US37055970501,37055,NC,410.5436,1072,1005,0,0,0,0,67,0,37055970501
US37055970502,37055,NC,49.04966,3649,3479,26,112,0,0,0,32,37055970502
US37055970601,37055,NC,24.15625,7782,6533,769,0,124,0,104,252,37055970601
US37055970602,37055,NC,33.7954,1888,1818,0,0,0,0,56,14,37055970602
US37055990100,37055,NC,311.7715,0,0,0,0,0,0,0,0,37055990100
US37055990200,37055,NC,591.0677,0,0,0,0,0,0,0,0,37055990200
US37057060101,37057,NC,4.405513,5566,3462,1098,4,521,0,71,410,37057060101
US37057060102,37057,NC,25.89605,7593,7088,308,18,76,0,17,86,37057060102
US37057060201,37057,NC,18.02373,4603,3954,613,0,11,0,25,0,37057060201
US37057060202,37057,NC,3.790097,2427,2097,245,39,0,0,31,15,37057060202
US37057060203,37057,NC,14.75558,6054,5896,158,0,0,0,0,0,37057060203
US37057060301,37057,NC,7.700047,4796,4517,171,0,0,0,9,99,37057060301
US37057060302,37057,NC,6.402394,4063,3808,179,24,14,0,0,38,37057060302
US37057060303,37057,NC,19.60747,4032,3901,2,0,34,0,94,1,37057060303
US37057060304,37057,NC,13.41254,3635,3565,49,0,13,0,0,8,37057060304
US37057060400,37057,NC,19.24881,5162,4740,0,37,275,0,110,0,37057060400
US37057060500,37057,NC,29.40214,5617,5346,0,0,146,0,22,103,37057060500
US37057060601,37057,NC,6.791873,4540,4237,63,17,10,0,67,146,37057060601
US37057060602,37057,NC,5.180444,2625,2400,218,0,0,0,0,7,37057060602
US37057060700,37057,NC,2.566246,5734,3954,1387,10,0,0,281,102,37057060700
US37057060800,37057,NC,2.592607,3764,1879,1528,30,48,0,93,186,37057060800
US37057060900,37057,NC,4.272048,5015,3962,572,1,164,0,243,73,37057060900
US37057061000,37057,NC,3.137558,4891,3728,1007,5,1,0,69,81,37057061000
US37057061100,37057,NC,12.18578,7195,6981,180,5,0,0,15,14,37057061100
US37057061201,37057,NC,8.750373,6337,4581,809,0,781,4,85,77,37057061201
US37057061202,37057,NC,8.658448,3069,3060,0,0,0,0,0,9,37057061202
US37057061300,37057,NC,1.093304,2323,1608,406,29,0,0,53,227,37057061300
US37057061400,37057,NC,2.248114,3141,1369,1353,41,0,0,195,183,37057061400
US37057061500,37057,NC,5.598733,6309,3336,2524,14,0,6,46,383,37057061500
US37057061600,37057,NC,3.223596,2796,1713,658,0,122,0,274,29,37057061600
US37057061701,37057,NC,13.4694,5069,4621,168,0,142,0,63,75,37057061701
US37057061702,37057,NC,47.38416,7222,6894,276,52,0,0,0,0,37057061702
US37057061703,37057,NC,14.777,4751,4326,95,5,0,0,226,99,37057061703
US37057061802,37057,NC,31.50777,7775,7362,195,160,0,0,0,58,37057061802
US37057061803,37057,NC,15.25671,3107,2450,421,17,151,0,56,12,37057061803
US37057061804,37057,NC,35.83812,6405,5900,493,0,0,0,0,12,37057061804
US37057061901,37057,NC,22.30232,5796,5680,2,4,0,0,54,56,37057061901
US37057061902,37057,NC,41.80044,5421,5105,54,0,0,0,2,260,37057061902
US37057062001,37057,NC,84.08052,4513,4364,0,0,51,0,0,98,37057062001
US37057062002,37057,NC,32.27357,4035,3946,0,0,26,6,0,57,37057062002
US37059080100,37059,NC,87.9487,8355,7345,462,73,0,0,40,435,37059080100
US37059080200,37059,NC,38.26668,5377,5078,69,0,39,0,144,47,37059080200
US37059080300,37059,NC,27.26764,8998,8520,338,13,88,0,0,39,37059080300
US37059080400,37059,NC,45.46056,4883,4707,53,0,73,0,15,35,37059080400
US37059080500,37059,NC,12.7666,4635,3843,461,2,0,0,169,160,37059080500
US37059080600,37059,NC,20.40397,3997,3247,254,1,74,0,234,187,37059080600
US37059080700,37059,NC,34.43802,6012,5013,457,37,26,0,157,322,37059080700
US37061090100,37061,NC,129.4956,9362,7999,721,0,74,0,437,131,37061090100
US37061090200,37061,NC,72.98189,4963,3269,1398,25,45,13,120,93,37061090200
US37061090300,37061,NC,48.55867,5913,3107,2394,0,4,35,48,325,37061090300
US37061090400,37061,NC,122.6528,5434,3301,1889,0,91,0,0,153,37061090400
US37061090501,37061,NC,80.65053,5803,5003,686,0,0,13,13,88,37061090501
US37061090502,37061,NC,54.97126,4611,3806,676,0,0,0,11,118,37061090502
US37061090600,37061,NC,98.98454,3885,3162,450,0,0,0,256,17,37061090600
US37061090701,37061,NC,52.06422,3682,2460,1190,4,0,0,4,24,37061090701
US37061090702,37061,NC,24.77663,6586,4035,2266,151,0,0,74,60,37061090702
US37061090801,37061,NC,58.74629,3053,2092,711,68,0,0,167,15,37061090801
US37061090802,37061,NC,76.33513,5675,3776,1625,22,9,0,124,119,37061090802
US37063000101,37063,NC,1.315769,3150,1179,1718,16,0,0,205,32,37063000101
US37063000102,37063,NC,1.53685,4430,2510,1206,1,139,0,238,336,37063000102
US37063000200,37063,NC,1.166552,3343,2417,671,23,7,0,204,21,37063000200
US37063000301,37063,NC,0.5512983,2381,1262,826,0,85,0,146,62,37063000301
US37063000302,37063,NC,0.6649259,3819,3072,348,0,121,0,55,223,37063000302
US37063000401,37063,NC,1.313717,2900,2603,136,0,59,5,0,97,37063000401
US37063000402,37063,NC,0.5529705,2337,2018,84,0,134,0,6,95,37063000402
US37063000500,37063,NC,0.8648086,4532,1785,2290,6,356,0,13,82,37063000500
US37063000600,37063,NC,2.776065,5504,3754,991,17,122,0,201,419,37063000600
US37063000700,37063,NC,1.300414,3682,2601,633,0,146,0,169,133,37063000700
US37063000900,37063,NC,0.3959624,1710,611,920,0,16,17,109,37,37063000900
US37063001001,37063,NC,0.8830122,3706,1161,2167,29,21,0,277,51,37063001001
US37063001002,37063,NC,1.292982,5931,2611,2243,103,176,0,641,157,37063001002
US37063001100,37063,NC,0.5390071,3183,1054,2004,20,0,0,96,9,37063001100
US37063001301,37063,NC,0.2889593,1382,135,1139,0,5,0,88,15,37063001301
US37063001303,37063,NC,0.589,3985,560,3128,14,87,0,17,179,37063001303
US37063001304,37063,NC,0.6599166,3411,635,2330,0,0,0,77,369,37063001304
US37063001400,37063,NC,0.7324227,2397,253,1964,0,0,0,144,36,37063001400
US37063001501,37063,NC,1.057803,3387,1737,889,0,596,13,84,68,37063001501
US37063001502,37063,NC,0.9491333,5928,2365,1630,63,1420,0,84,366,37063001502
US37063001503,37063,NC,0.1619737,1727,877,418,6,342,0,57,27,37063001503
US37063001601,37063,NC,10.38681,6435,3905,2051,0,99,0,98,282,37063001601
US37063001603,37063,NC,10.05144,6829,4923,1469,0,151,0,48,238,37063001603
US37063001604,37063,NC,9.625901,6381,5102,792,33,211,0,74,169,37063001604
US37063001705,37063,NC,2.881469,5050,3820,674,23,205,0,270,58,37063001705
US37063001706,37063,NC,2.279838,5321,3253,1324,0,540,0,0,204,37063001706
US37063001707,37063,NC,6.327253,7085,6022,672,0,306,0,0,85,37063001707
US37063001708,37063,NC,2.508974,5245,1644,3399,0,60,0,42,100,37063001708
US37063001709,37063,NC,3.19697,6964,1414,4999,0,61,0,198,292,37063001709
US37063001710,37063,NC,1.472369,4894,1874,2462,29,171,0,269,89,37063001710
US37063001711,37063,NC,1.524824,4465,1742,2188,0,96,0,320,119,37063001711
US37063001801,37063,NC,20.15965,8618,4134,3635,0,1,0,800,48,37063001801
US37063001802,37063,NC,3.580261,8121,2531,4447,41,121,0,615,366,37063001802
US37063001806,37063,NC,15.51421,7416,2918,3741,15,0,0,416,326,37063001806
US37063001807,37063,NC,3.648188,10155,3502,5699,20,20,0,777,137,37063001807
US37063001808,37063,NC,7.045574,10407,4440,4735,0,693,0,336,203,37063001808
US37063001809,37063,NC,4.743662,6217,2828,2853,20,27,0,365,124,37063001809
US37063001900,37063,NC,25.89121,4418,3464,552,10,272,0,41,79,37063001900
US37063002007,37063,NC,2.321667,4855,3192,1386,0,57,64,113,43,37063002007
US37063002008,37063,NC,2.005112,3069,2636,223,12,60,0,0,138,37063002008
US37063002009,37063,NC,2.848236,5052,1008,3694,23,0,0,90,237,37063002009
US37063002013,37063,NC,2.083929,4679,2870,1463,11,86,0,50,199,37063002013
US37063002015,37063,NC,1.446862,5801,3376,1573,0,207,0,415,230,37063002015
US37063002016,37063,NC,1.130401,5304,2913,1359,0,517,0,324,191,37063002016
US37063002017,37063,NC,7.538688,7660,5830,510,24,928,0,27,341,37063002017
US37063002018,37063,NC,6.903036,9587,6418,2043,61,463,0,236,366,37063002018
US37063002019,37063,NC,8.126103,5064,3892,731,0,381,0,13,47,37063002019
US37063002020,37063,NC,6.418632,7445,4759,1611,68,710,0,13,284,37063002020
US37063002021,37063,NC,2.335409,4285,2280,1370,0,439,0,136,60,37063002021
US37063002022,37063,NC,1.003211,4819,2206,1831,0,340,0,250,192,37063002022
US37063002023,37063,NC,0.8896713,3287,2040,775,0,328,0,46,98,37063002023
US37063002024,37063,NC,1.679395,6361,4518,1152,0,367,0,148,176,37063002024
US37063002025,37063,NC,2.373887,6746,2733,3237,0,657,0,73,46,37063002025
US37063002026,37063,NC,2.228549,7296,1794,4700,0,142,0,408,252,37063002026
US37063002027,37063,NC,6.429387,10567,4420,4556,0,1250,0,256,85,37063002027
US37063002028,37063,NC,8.649449,10201,4568,3628,24,1293,12,237,439,37063002028
US37063002100,37063,NC,71.6921,9200,5999,2701,67,56,18,48,311,37063002100
US37063002200,37063,NC,0.5939924,2091,1324,609,0,80,0,25,53,37063002200
US37063002300,37063,NC,0.4795293,1633,427,1103,0,52,0,31,20,37063002300
US37063980100,37063,NC,8.253496,0,0,0,0,0,0,0,0,37063980100
US37065020200,37065,NC,9.231651,6214,1133,4844,20,22,0,53,142,37065020200
US37065020300,37065,NC,3.957056,4821,485,4177,0,33,0,32,94,37065020300
US37065020400,37065,NC,5.87311,4724,176,4439,0,0,54,0,55,37065020400
US37065020600,37065,NC,53.86771,2364,885,1424,0,0,0,0,55,37065020600
US37065020700,37065,NC,85.22356,1918,621,1237,0,0,0,3,57,37065020700
US37065020800,37065,NC,135.4566,3324,1783,1463,0,0,0,59,19,37065020800
US37065020900,37065,NC,6.863478,2582,336,2142,0,0,0,15,89,37065020900
US37065021000,37065,NC,3.824342,3006,1030,1863,13,18,0,58,24,37065021000
US37065021100,37065,NC,15.85418,4110,2162,1745,7,0,0,145,51,37065021100
US37065021200,37065,NC,7.215318,4806,2267,2417,12,0,0,63,47,37065021200
US37065021300,37065,NC,66.32495,4942,3129,1675,0,0,0,20,118,37065021300
US37065021400,37065,NC,42.33156,3548,2869,661,18,0,0,0,0,37065021400
US37065021500,37065,NC,24.42656,3305,1838,1435,0,0,8,0,24,37065021500
US37065021600,37065,NC,46.41721,2984,2007,810,0,40,0,95,32,37065021600
US37067000100,37067,NC,0.5549497,2320,1591,612,0,50,0,12,55,37067000100
US37067000200,37067,NC,0.5878653,1083,538,448,19,20,0,14,44,37067000200
US37067000301,37067,NC,0.3459248,1858,110,1643,24,0,0,0,81,37067000301
US37067000302,37067,NC,0.4661608,1546,237,1219,0,0,10,20,60,37067000302
US37067000400,37067,NC,0.8366027,3559,358,2833,0,0,64,37,267,37067000400
US37067000500,37067,NC,0.6298555,2271,397,1745,0,0,16,48,65,37067000500
US37067000600,37067,NC,0.516553,2259,433,1706,0,0,0,43,77,37067000600
US37067000700,37067,NC,0.7067311,2238,614,1517,0,0,0,28,79,37067000700
US37067000801,37067,NC,0.7961728,3399,622,2492,8,112,0,59,106,37067000801
US37067000802,37067,NC,0.806818,2536,875,1486,19,72,0,29,55,37067000802
US37067000900,37067,NC,1.184467,3273,2188,751,21,168,0,61,84,37067000900
US37067001000,37067,NC,1.098174,4119,2597,1009,0,138,0,218,157,37067001000
US37067001100,37067,NC,0.6293983,2603,1841,595,7,29,0,25,106,37067001100
US37067001200,37067,NC,1.421788,1991,1798,150,9,14,0,5,15,37067001200
US37067001300,37067,NC,1.651828,4846,3192,1127,0,412,0,0,115,37067001300
US37067001400,37067,NC,2.875615,3641,1199,2176,26,5,0,0,235,37067001400
US37067001500,37067,NC,2.898562,4674,1639,2452,0,34,0,510,39,37067001500
US37067001601,37067,NC,2.368571,3256,320,2778,0,3,0,141,14,37067001601
US37067001602,37067,NC,1.484374,3449,766,2679,3,0,0,1,0,37067001602
US37067001700,37067,NC,3.444412,5678,1219,4054,0,22,0,46,337,37067001700
US37067001800,37067,NC,1.930585,4308,1236,2533,0,0,0,359,180,37067001800
US37067001901,37067,NC,0.5990977,1608,888,583,0,17,0,102,18,37067001901
US37067001902,37067,NC,0.8892153,1911,1358,357,0,57,0,95,44,37067001902
US37067002001,37067,NC,1.089571,2692,1324,1040,3,10,0,137,178,37067002001
US37067002002,37067,NC,1.281457,3627,2228,1085,2,6,0,172,134,37067002002
US37067002100,37067,NC,0.7855488,2206,1969,175,0,27,0,5,30,37067002100
US37067002200,37067,NC,1.717123,3526,2942,195,8,306,0,8,67,37067002200
US37067002501,37067,NC,1.081322,2611,2518,55,0,38,0,0,0,37067002501
US37067002502,37067,NC,1.839634,2899,2675,95,0,37,0,11,81,37067002502
US37067002601,37067,NC,1.874896,2824,2441,367,0,16,0,0,0,37067002601
US37067002603,37067,NC,3.687782,5528,4200,872,0,285,0,66,105,37067002603
US37067002604,37067,NC,3.830529,6604,4371,1168,155,209,0,633,68,37067002604
US37067002701,37067,NC,2.167725,6700,3339,2869,16,0,0,79,397,37067002701
US37067002702,37067,NC,2.268286,5924,2166,3585,0,103,0,66,4,37067002702
US37067002703,37067,NC,1.942368,6439,3288,2249,30,251,54,369,198,37067002703
US37067002801,37067,NC,20.75223,4330,3817,400,11,33,0,22,47,37067002801
US37067002804,37067,NC,5.001247,4174,2475,1337,6,106,0,195,55,37067002804
US37067002806,37067,NC,3.573214,3147,1412,1521,11,40,0,15,148,37067002806
US37067002807,37067,NC,11.39288,5269,3487,1289,169,0,0,235,89,37067002807
US37067002808,37067,NC,7.641774,4045,3515,465,0,24,5,9,27,37067002808
US37067002809,37067,NC,8.172298,2898,1956,862,0,13,0,40,27,37067002809
US37067002901,37067,NC,14.93934,4812,3210,1289,0,64,0,125,124,37067002901
US37067002903,37067,NC,4.827462,3898,3317,516,0,0,0,0,65,37067002903
US37067002904,37067,NC,14.06737,2285,2156,51,0,0,0,66,12,37067002904
US37067003002,37067,NC,6.324445,4087,1952,1927,9,0,0,75,124,37067003002
US37067003003,37067,NC,6.28019,3332,2457,675,0,62,0,60,78,37067003003
US37067003004,37067,NC,3.257241,3577,2996,359,10,64,0,88,60,37067003004
US37067003103,37067,NC,14.33195,5463,4953,312,21,177,0,0,0,37067003103
US37067003105,37067,NC,7.976158,3763,3154,556,9,34,0,10,0,37067003105
US37067003106,37067,NC,23.0044,3140,3049,70,0,21,0,0,0,37067003106
US37067003107,37067,NC,6.356822,4338,3679,371,0,109,0,78,101,37067003107
US37067003108,37067,NC,3.104288,3822,3280,240,72,31,0,192,7,37067003108
US37067003201,37067,NC,2.705689,5037,3482,975,175,77,0,215,113,37067003201
US37067003202,37067,NC,3.515276,3884,3113,345,0,51,24,337,14,37067003202
US37067003307,37067,NC,2.77342,3970,2910,779,0,36,62,46,137,37067003307
US37067003308,37067,NC,5.403245,8798,6865,1517,17,200,0,13,186,37067003308
US37067003309,37067,NC,5.724948,5431,2493,2655,0,65,0,101,117,37067003309
US37067003310,37067,NC,2.80898,4337,2677,1290,0,102,0,80,188,37067003310
US37067003311,37067,NC,2.207205,1927,1252,526,8,57,0,52,32,37067003311
US37067003312,37067,NC,8.010293,3444,2753,578,0,63,0,1,49,37067003312
US37067003313,37067,NC,5.491953,1676,1322,78,149,10,0,55,62,37067003313
US37067003314,37067,NC,4.307362,3400,2980,330,29,0,0,17,44,37067003314
US37067003315,37067,NC,4.278503,3488,3003,256,0,14,0,150,65,37067003315
US37067003402,37067,NC,8.003222,2368,2119,156,2,15,0,23,53,37067003402
US37067003403,37067,NC,2.941453,3259,1644,1037,0,22,0,532,24,37067003403
US37067003404,37067,NC,1.795825,4198,1750,1632,0,10,74,375,357,37067003404
US37067003500,37067,NC,6.452379,7565,4011,2732,0,97,0,336,389,37067003500
US37067003600,37067,NC,6.361308,7308,4672,1900,0,105,0,311,320,37067003600
US37067003701,37067,NC,2.078568,4337,1909,2164,0,99,0,78,87,37067003701
US37067003702,37067,NC,2.150408,5241,3547,1493,42,0,0,114,45,37067003702
US37067003703,37067,NC,4.794768,8211,4857,2952,13,62,0,186,141,37067003703
US37067003803,37067,NC,5.816,5480,3592,1571,43,30,0,0,244,37067003803
